no,gender,age,height,weight,bmi,griffith,sensitivity,preference,environment,season,ta,hr,va,date,time
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,23.24,10,0.6,5,1
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,23.02,10,0.12,5,2
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,22.69,10,0.96,5,3
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,23.0,10,0.36,6,0
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,23.71,10,0.48,6,1
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,23.32,10,0.36,6,2
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,23.32,10,0.24,6,3
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,23.0,10,0.72,6,0
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,23.02,10,0.84,6,1
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,23.74,10,0.72,6,2
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,23.74,10,0.24,6,3
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,23.0,10,0.12,6,0
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,23.63,10,0.0,6,1
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,23.47,10,0.24,6,2
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,23.65,10,0.48,6,3
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,23.0,10,0.84,6,0
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,23.34,10,0.48,6,1
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,23.05,10,0.48,6,2
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,23.3,10,0.36,6,3
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,23.0,10,1.2,6,0
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,23.02,10,0.96,6,1
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,23.79,10,0.84,6,2
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,23.56,10,1.08,6,3
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,23.0,10,0.72,6,0
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,23.6,10,0.24,6,1
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,23.84,10,1.08,6,2
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,23.7,10,0.24,6,3
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,23.0,10,0.72,6,0
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,23.87,10,0.36,6,1
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,23.7,10,0.6,6,2
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,23.22,10,0.48,6,3
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,23.0,10,1.2,6,0
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,23.05,10,0.48,6,1
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,23.8,10,0.84,6,2
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,23.1,10,0.0,6,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,23.0,10,0.36,6,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,23.45,10,0.84,6,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,23.07,10,0.24,6,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,23.98,10,1.08,6,3
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,23.0,10,0.48,6,0
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,23.72,10,0.48,6,1
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,23.77,10,0.6,6,2
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,23.16,10,0.12,6,3
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,23.5,10,0.84,7,0
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,24.44,10,0.12,7,1
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,24.36,10,0.6,7,2
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,24.23,10,0.84,7,3
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,23.5,10,0.36,7,0
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,23.7,10,0.6,7,1
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,23.95,10,0.12,7,2
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,24.35,10,0.6,7,3
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,23.5,10,0.96,7,0
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,23.55,10,1.08,7,1
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,24.43,10,0.24,7,2
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,23.72,10,0.12,7,3
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,23.5,10,0.36,7,0
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,23.57,10,0.72,7,1
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,23.91,10,0.24,7,2
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,23.84,10,0.96,7,3
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,23.5,10,0.12,7,0
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,23.91,10,0.84,7,1
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,24.1,10,0.72,7,2
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,23.54,10,0.36,7,3
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,23.5,10,0.72,7,0
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,23.99,10,0.48,7,1
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,24.45,10,0.6,7,2
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,23.83,10,0.36,7,3
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,23.5,10,0.6,7,0
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,24.23,10,0.84,7,1
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,24.1,10,0.72,7,2
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,23.87,10,0.48,7,3
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,23.5,10,1.08,7,0
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,24.35,10,0.6,7,1
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,24.12,10,0.0,7,2
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,23.77,10,0.48,7,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,23.5,10,0.48,7,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,24.39,10,0.0,7,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,24.32,10,0.84,7,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,23.95,10,0.24,7,3
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,23.5,10,1.08,7,0
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,23.9,10,1.2,7,1
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,24.45,10,1.08,7,2
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,23.71,10,0.24,7,3
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,24.0,10,0.48,8,0
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,24.57,10,0.12,8,1
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,24.95,10,0.12,8,2
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,24.03,10,0.84,8,3
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,24.0,10,0.6,8,0
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,24.18,10,0.84,8,1
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,24.69,10,0.36,8,2
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,24.65,10,1.2,8,3
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,24.0,10,1.2,8,0
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,24.26,10,1.08,8,1
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,24.72,10,0.6,8,2
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,24.23,10,0.48,8,3
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,24.0,10,0.96,8,0
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,24.64,10,0.96,8,1
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,24.83,10,0.48,8,2
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,24.1,10,0.84,8,3
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,24.0,10,0.24,8,0
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,24.01,10,0.6,8,1
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,24.03,10,0.36,8,2
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,24.61,10,1.08,8,3
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,24.0,10,0.6,8,0
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,24.54,10,0.36,8,1
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,24.68,10,0.12,8,2
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,24.14,10,0.84,8,3
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,24.0,10,0.48,8,0
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,24.57,10,0.84,8,1
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,24.65,10,1.08,8,2
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,24.99,10,0.96,8,3
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,24.0,10,0.48,8,0
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,24.61,10,1.08,8,1
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,24.84,10,0.6,8,2
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,24.08,10,0.24,8,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,24.0,10,0.72,8,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,24.2,10,0.6,8,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,24.94,10,1.08,8,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,24.73,10,0.36,8,3
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,24.0,10,0.0,8,0
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,24.3,10,1.08,8,1
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,24.91,10,0.72,8,2
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,24.41,10,0.96,8,3
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,24.5,10,0.84,9,0
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,25.4,10,0.96,9,1
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,24.78,10,0.72,9,2
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,25.09,10,1.08,9,3
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,24.5,10,0.12,9,0
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,25.27,10,0.24,9,1
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,24.71,10,0.24,9,2
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,25.22,10,0.48,9,3
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,24.5,10,0.96,9,0
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,24.57,10,0.84,9,1
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,25.49,10,0.72,9,2
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,24.64,10,0.24,9,3
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,24.5,10,0.6,9,0
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,24.63,10,0.36,9,1
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,25.3,10,0.48,9,2
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,25.38,10,0.36,9,3
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,24.5,10,0.24,9,0
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,25.28,10,1.08,9,1
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,25.35,10,0.6,9,2
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,25.3,10,0.12,9,3
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,24.5,10,0.72,9,0
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,24.56,10,0.72,9,1
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,25.11,10,0.72,9,2
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,25.39,10,0.72,9,3
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,24.5,10,0.12,9,0
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,25.32,10,0.24,9,1
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,25.03,10,0.24,9,2
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,24.85,10,0.96,9,3
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,24.5,10,1.08,9,0
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,24.52,10,0.48,9,1
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,25.0,10,0.72,9,2
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,25.03,10,1.08,9,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,24.5,10,1.08,9,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,24.99,10,1.08,9,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,25.23,10,0.84,9,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,24.7,10,0.48,9,3
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,24.5,10,0.6,9,0
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,25.4,10,0.48,9,1
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,24.6,10,0.0,9,2
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,25.4,10,0.96,9,3
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,25.0,10,0.6,10,0
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,25.19,10,1.08,10,1
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,25.28,10,0.12,10,2
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,25.14,10,0.24,10,3
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,25.0,10,0.72,10,0
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,25.3,10,1.2,10,1
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,25.82,10,0.24,10,2
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,25.66,10,0.12,10,3
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,25.0,10,0.72,10,0
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,25.72,10,0.0,10,1
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,25.6,10,0.12,10,2
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,25.56,10,0.72,10,3
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,25.0,10,0.48,10,0
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,25.84,10,0.48,10,1
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,25.6,10,0.48,10,2
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,25.77,10,0.36,10,3
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,25.0,10,1.08,10,0
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,25.12,10,0.12,10,1
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,25.73,10,0.84,10,2
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,25.29,10,0.6,10,3
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,25.0,10,0.96,10,0
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,25.74,10,0.0,10,1
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,25.62,10,0.72,10,2
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,25.23,10,0.0,10,3
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,25.0,10,0.36,10,0
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,25.11,10,0.24,10,1
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,25.01,10,0.72,10,2
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,25.3,10,0.36,10,3
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,25.0,10,1.08,10,0
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,25.99,10,1.08,10,1
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,25.8,10,0.84,10,2
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,25.11,10,1.2,10,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,25.0,10,0.12,10,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,25.05,10,0.72,10,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,25.21,10,0.72,10,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,25.56,10,0.0,10,3
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,25.0,10,0.72,10,0
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,25.23,10,0.24,10,1
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,25.1,10,0.48,10,2
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,25.68,10,0.12,10,3
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,25.5,10,0.48,11,0
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,25.56,10,0.84,11,1
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,25.67,10,0.48,11,2
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,25.79,10,0.6,11,3
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,25.5,10,0.36,11,0
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,26.36,10,0.0,11,1
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,25.9,10,0.96,11,2
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,25.61,10,0.0,11,3
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,25.5,10,0.84,11,0
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,25.98,10,0.84,11,1
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,25.57,10,0.6,11,2
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,25.69,10,0.48,11,3
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,25.5,10,0.72,11,0
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,26.16,10,0.12,11,1
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,25.73,10,0.36,11,2
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,26.34,10,0.72,11,3
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,25.5,10,0.6,11,0
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,25.87,10,0.48,11,1
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,26.1,10,0.36,11,2
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,26.01,10,0.0,11,3
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,25.5,10,0.84,11,0
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,26.05,10,1.08,11,1
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,26.43,10,0.6,11,2
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,26.29,10,0.0,11,3
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,25.5,10,0.96,11,0
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,25.54,10,1.2,11,1
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,26.49,10,0.24,11,2
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,25.69,10,0.12,11,3
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,25.5,10,0.96,11,0
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,26.3,10,0.24,11,1
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,25.9,10,0.48,11,2
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,26.22,10,0.72,11,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,25.5,10,0.72,11,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,25.95,10,0.96,11,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,25.52,10,0.48,11,2
